ps	codeGained	ps_name_gained	gained_clusters	gained_genes	codeLost	ps_name_lost	lost_clusters	lost_genes	cval	spec_code
6	157	node6	666	31539	157	node6	241	1947	11	145
7	158	node7	4311	138045	158	node7	42	325	11	145
8	247	node96	200	7261	247	node96	3997	82849	11	145
9	296	node145	97	544	296	node145	3259	130228	11	145
10	297	node146	150	749	297	node146	696	44553	11	145
11	145	Anja	946	1882	145	Anja	2041	129923	11	145
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	146
2	152	node1	2647	391089	NA	NA	NA	NA	11	146
3	154	node3	667	99502	154	node3	51	441	11	146
4	155	node4	515	51497	155	node4	20	120	11	146
5	156	node5	2349	135569	156	node5	14	94	11	146
6	157	node6	666	31539	157	node6	241	1947	11	146
7	146	Hmia	2917	6112	146	Hmia	7268	611317	11	146
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	147
2	152	node1	2647	391089	NA	NA	NA	NA	11	147
3	154	node3	667	99502	154	node3	51	441	11	147
4	155	node4	515	51497	155	node4	20	120	11	147
5	156	node5	2349	135569	156	node5	14	94	11	147
6	300	node149	136	1028	300	node149	3063	152743	11	147
7	301	node150	784	3357	301	node150	615	53167	11	147
8	147	Nvec	3605	4096	147	Nvec	1740	152847	11	147
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	148
2	152	node1	2647	391089	NA	NA	NA	NA	11	148
3	154	node3	667	99502	154	node3	51	441	11	148
4	155	node4	515	51497	155	node4	20	120	11	148
5	156	node5	2349	135569	156	node5	14	94	11	148
6	300	node149	136	1028	300	node149	3063	152743	11	148
7	301	node150	784	3357	301	node150	615	53167	11	148
8	148	Aequ	7607	14617	148	Aequ	862	64317	11	148
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	149
2	152	node1	2647	391089	NA	NA	NA	NA	11	149
3	154	node3	667	99502	154	node3	51	441	11	149
4	155	node4	515	51497	155	node4	20	120	11	149
5	156	node5	2349	135569	156	node5	14	94	11	149
6	300	node149	136	1028	300	node149	3063	152743	11	149
7	149	Hvul	1218	2125	149	Hvul	3482	329397	11	149
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	150
2	152	node1	2647	391089	NA	NA	NA	NA	11	150
3	154	node3	667	99502	154	node3	51	441	11	150
4	155	node4	515	51497	155	node4	20	120	11	150
5	150	Tadh	857	1344	150	Tadh	4813	589722	11	150
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	151
2	152	node1	2647	391089	NA	NA	NA	NA	11	151
3	154	node3	667	99502	154	node3	51	441	11	151
4	151	Mlei	3257	5170	151	Mlei	4823	595707	11	151
